category,funding
Curated Web|Education|Parenting|Publishing,1236454.0
Technology,2220000.0
Art|E-Commerce|Social Commerce,2800000.0
Advertising|Direct Marketing|Social Media,50000.0
Delivery|Hospitality|Manufacturing,1464128.0
E-Commerce,6369507.0
Big Data|Bitcoin|Hardware + Software|Technology,121050000.0
Software,2580000.0
Health and Wellness,325000000.0
Software|Web Hosting,396000000.0
Biotechnology,15034750.0
Android|Apps|Internet|iPhone|Mobile|Sales and Marketing|Software|Web Development|Web Tools,250000.0
Software,1610541.0
Mobile,615000.0
Biotechnology|Search,227049900.0
Blogging Platforms|Software,50000.0
Finance,3452941.0
News,1209701.0
EdTech|Education|Systems,4000000.0
Hardware + Software,600000.0
Computers|Software|Technology,500000.0
Non Profit|Social Fundraising,400000.0
Internet,2000000.0
Clean Technology,16000000.0
Software,50000.0
Software|Textbooks,2942768.889
Services,1856561.0
Software,300000.0
DIY|Electronics|Software,25000.0
Software,2000000.0
E-Commerce|Finance|Marketplaces,118000.0
Presentations|Software,250000.0
Cloud Computing|Databases|Software|Web Development,5844811.0
E-Commerce|Mobile Commerce|Payments|Software,10000000.0
Credit Cards|Mobile,8300000.0
Software,6785876.0
E-Commerce,72000000.0
Software,383000.0
Hardware + Software,2941000.0
Mobile,165000000.0
Clean Technology,474116.5611
Software,275000.0
Discounts|Entertainment|Internet|Ticketing,33457.0
Curated Web,966728.0
Internet of Things|M2M|Software,4000000.0
Content|Software|Sports,100000.0
Application Platforms|Health and Wellness|Mobile|Mobile Health|Software,300000.0
Software,85000000.0
Cloud Infrastructure|Corporate IT|Enterprise Software,37644420.0
Landscaping|Natural Resources,20000.0
Advertising|Media,6000.0
SaaS|Technology|Telecommunications,3167062.0
Curated Web|Online Dating|Social Network Media,2300000.0
Messaging,939000.0
Art|Beauty|Fashion|Lifestyle|Music|Social Media|Social Network Media,300000.0
EdTech|Education|Software,95875000.0
E-Commerce|Navigation|Tourism,80000.0
Curated Web,162000000.0
Biotechnology,128477567.0
Apps|Creative|Design|Finance|Mobile|Photography|Software,25000.0
Finance|FinTech,500000.0
E-Commerce|Wine And Spirits,2274716.0
Advertising|Advertising Platforms|Content Discovery|Internet|Social Media|Social Media Platforms|Social Network Media,25654560.0
Internet,20000.0
Information Technology|Retail|Software,15000000.0
Consumer Electronics|Software,17800000.0
Biotechnology|Life Sciences|Media|News|Pharmaceuticals,5000000.0
Biotechnology|Dental,1000000.0
Software,7650000.0
Communities|Corporate Training|Education,1543920.0
Internet|Social Media|Social Network Media,23000000.0
Enterprise Software,1623640.0
Data Centers|Information Technology|Internet|Services,16000000.0
Artificial Intelligence|Fashion|Technology,609229.0
Android|Apps|iPhone|Mobile|Sports,6700000.0
Blogging Platforms|Internet|Public Relations|Social Media|Startups,1573976.0
Bitcoin,525000.0
Mobile,1629549.0
Software,800000.0
Mobile,1600000.0
Health and Wellness,3750000.0
Networking|Online Travel|Travel,1719583.0
Business Services|Marketing Automation|Mobile,6000000.0
Cloud Computing|Communications Hardware|Contact Centers|Customer Service|Internet|Software|VoIP|Web Development,75000.0
Biotechnology,133620.0
Babies|Big Data Analytics|E-Commerce|Fashion|Kids,35000.0
Consumer Electronics|Electronic Health Records|Health Care|iPad|Software,500000.0
Customer Service|Sales and Marketing|Software|Telephony,9311190.0
Enterprise Software,7289000.0
3D|3D Technology|Events,750000.0
Biotechnology,1465000.0
Services,16674.0
3D Technology|Sensors,500000.0
3D|3D Technology|Digital Signage,380000.0
Games,503000.0
Photography|Video,350000.0
3D Printing|Collaborative Consumption|Local|Marketplaces,4500000.0
3D|Curated Web|Manufacturing|Search|Supply Chain Management|Visualization,1200000.0
Alumni,12500.0
3D Printing|Health and Wellness|Health Care,7500.0
3D|3D Technology|E-Commerce|Internet|Online Shopping,240000.0
Drones|Manufacturing,99000000.0
Hardware + Software,1168005.0
Software,909940.0
Software,169500000.0
Hardware + Software,150000.0
Health Care,16399999.0
E-Commerce,400000.0
E-Commerce,1250000.0
Business Services|Video Games,701760.0
3D|Medical|Physicians,1880000.0
3D Printing|Manufacturing,1150000.0
3D Technology|Human Computer Interaction|Sensors,50000.0
3D|Computer Vision|Kinect|Robotics|Software,2670000.0
3D Printing|Retail|Technology,530000.0
3D Printing|3D Technology|Printing,30000.0
Games|Video,732064.0
Printing,3000.0
Creative|Digital Media,204952.0
3D Printing,4247128.0
3D|3D Printing|Internet|Manufacturing,220000.0
Biotechnology,7436500.0
3D|Mobile,2065000.0
Finance|Software|Venture Capital,140000.0
Curated Web,475000.0
Automated Kiosk|Brand Marketing|Custom Retail|Retail|Travel,1387500.0
Android|B2B|Brand Marketing|iPhone|Mobile|Music|Video Streaming,1700000.0
Software,2249999.0
Music,20000000.0
Mobile,746185.0
Semiconductors,13708150.0
Messaging|SMS,4000000.0
Web Hosting,65000000.0
Android|Enterprises|Mobile,1500000.0
iOS|Location Based Services|Mobile|Online Dating|Social Media,500000.0
Biotechnology|Pharmaceuticals,4783500.0
Cloud Data Services|Services|Software,148000000.0
Consulting|Software,25920000.0
Software,1011601.0
Curated Web,1500000.0
Clean Technology,50000000.0
Curated Web|Tourism|Travel,1500000.0
Game,1000000.0
Mobile,1394250.0
Developer APIs|Enterprise Software|Infrastructure|Services|Software,5000000.0
Biotechnology,7063012.0
App Marketing|Software,2000000.0
Physical Security|Security,13000000.0
Manufacturing,13780000.0
Clean Technology,15152514.0
Software,1670000.0
Clean Technology,15000000.0
Software,272000.0
Coupons|Online Shopping|Payments|Retail Technology,50958896.61
Security,64567194.0
Databases|Electronics|Storage,26000000.0
Flash Storage|Security,3393925.0
Games|Video,163934.0
Design|Game|Mobile Games,100000000.0
E-Commerce,2374979.0
Networking|Web Hosting,1000.0
Creative Industries|Entertainment|Television,228187.7833
Enterprise Software,6246800.0
Machine Learning|Network Security,81000.0
Crowdfunding|Entrepreneur|Finance|FinTech|Networking|Peer-to-Peer|Social Media|Venture Capital,1050000.0
Messaging,750000.0
Security,38064570.0
Software,1000000.0
Software,1000000.0
Commercial Real Estate|Real Estate,17400000.0
Web Hosting,2258720.0
Online Travel|Sports|Travel,500000.0
Creative|Creative Industries|Databases,450000.0
Internet|Telecommunications,485841.2451
Biotechnology,49656999.0
Entertainment|Games,450000.0
Clean Technology,20900.0
Clean Technology|Enterprise Software,1160000.0
Biotechnology,6999995.0
Biotechnology,500000.0
Mobile,3378975.0
Anything Capital Intensive|Investment Management|Venture Capital,22000.0
Automotive|Clean Energy|Cloud Computing|Internet|Software|Wireless,9416354.0
Ad Targeting|Big Data Analytics|Mobile Advertising,320288000.0
E-Commerce|Marketplaces,1000000.0
E-Commerce,500000.0
Hardware + Software,60000000.0
Games,892898.0
Cloud Computing|Messaging|Telephony|Unifed Communications,6500000.0
Games,100000.0
Mobile,10000000.0
Human Resources|Recruiting|Social Recruiting,10511317.0
Apps|Education|Kids|Religion,50000.0
Biotechnology,7000000.0
Advertising|Software,1121078.0
Office Space,3607956.0
Real Estate|Retail|Service Providers,50000.0
Pets,762500.0
Aerospace,95445.0
Curated Web,385980.0
Software,250000.0
Internet|Mobile,15000.0
Games,3500000.0
Software,740000.0
Consumer Electronics|Mobile Devices,180000.0
Online Shopping|Services,2013000.0
E-Commerce|Enterprise Software|Loyalty Programs|Social Media,12900000.0
Distribution|Film Distribution|Marketplaces|Media,100000.0
Apps|Internet|Photography|Promotional|Sales and Marketing,22325000.0
E-Commerce|Online Shopping|Software,5000.0
Automotive,4500000.0
Software,27000000.0
Real Estate,2928257.0
E-Commerce,9300000.0
Finance,10000000.0
E-Commerce,1158814.0
Curated Web,10000000.0
Education,65100000.0
Games,1500000.0
Internet,65000000.0
Games,1000000.0
Art|Creative|Creative Industries,234705.0
Software,3000000.0
E-Commerce,200000000.0
Photography,30000000.0
Curated Web|Internet|Software,876780000.0
Consumer Internet,300000000.0
Curated Web,10000000.0
Advertising|Lead Management|Sales and Marketing,27428.62158
Mobile|Software|Web Design|Web Development,5100000.0
Mobile|Technology|Wireless,6100000.0
3D|Digital Media|Graphics|Printing,12500.0
Food Processing|Services,1848664.0
Music|Ticketing|Web Development,368750.0
Healthcare Services|Life Sciences|Medical,5955000.0
Software,8000000.0
Education|Games|Video,12800000.0
Art|Curated Web|Photography|Social Media,15873.0
Software,50000.0
Games,3987693.0
Sales and Marketing|Social Media,30000.0
Advertising|Digital Media|Distribution|Social Media,250000.0
Mobile,7000000.0
Games|Mobile|Mobile Games|Online Gaming,3000000.0
Advertising|Internet|Internet Marketing,17129760.0
Accounting|Business Development|Finance|Software|Web Development,1300000.0
Browser Extensions|Curated Web|Social Media,100000.0
Software,3050000.0
Web Hosting,3019139.0
Information Services|Information Technology|Internet Marketing|SEO,100000.0
Services,11052498.0
Enterprise Software,37143865.0
Concentrated Solar Power|Manufacturing|Solar,5714285.714
Mobile,1000000.0
Photography,30500000.0
B2B|Predictive Analytics|Sales and Marketing,32000000.0
Health and Wellness|Specialty Foods,8000000.0
Finance,3134880.0
Software,6700000.0
Nanotechnology,2569720.0
Social Network Media,1556687.0
Android|Apps|Cloud Computing|Collaboration|Email|Finance|Home & Garden|Internet|iOS|iPad|iPhone|Mac|Productivity Software|Software|Synchronization|Task Management|Web Development,23857750.0
Analytics|E-Commerce|Software,6528902.0
Enterprise Software,295000.0
Development Platforms|Games|Online Gaming,150000.0
Biotechnology,1613014.0
Games,10000000.0
Bicycles|Communities,15000000.0
Analytics|Network Security|Shipping|Small and Medium Businesses|Startups,2450000.0
Analytics|Health and Wellness|Predictive Analytics,190035.0
E-Commerce,3107198.0
Advertising|Consumers|E-Commerce|Mobile Commerce|Retail|SaaS|Software,1500000.0
Curated Web,650000.0
Technology,2875000.0
Manufacturing,1500000.0
Clean Technology,16036000.0
Social Media,47570.0
Content Creators|Content Delivery|Licensing|Music|Music Services|Technology,20068328.45
Broadcasting|Business Services|Training,120000.0
Games,1136548.0
Software,1017470.0
Analytics|B2B|Big Data|Business Intelligence|Enterprises|Enterprise Software|Finance|Mobile|SaaS,3000000.0
Web Hosting,9850000.0
Brand Marketing|Communities|Consulting|Semantic Search|SEO,600000.0
Biotechnology|Diabetes|Therapeutics,22000000.0
Publishing,269260.0
Apps,500000.0
Design|Internet|Shared Services,4500000.0
Finance Technology|FinTech|Mobile|Personal Finance|Technology|Wealth Management,17000000.0
Advertising|Email|Loyalty Programs|Mobile|SaaS|Sales and Marketing|Social Media|Software,2100000.0
Home Decor|Interior Design|Internet,25000.0
Services,77000000.0
E-Commerce,100000.0
Crowdsourcing|Design|Graphics,25000.0
Health and Wellness,5100000.0
Digital Entertainment|Entertainment|Sports,27000000.0
Beauty|Fashion|Service Providers,400000.0
Entertainment|Games|Media,55398.0
Advertising|Content Discovery,140000.0
Games|Virtual Worlds,12250000.0
Exercise|Fitness|Tracking,2730000.0
Messaging|Public Relations|Social Media,1500000.0
3D,14481680.93
Clean Technology,30000000.0
Sports|Technology,79501.0
Music,5279980.0
Travel,24600000.0
Analytics|Apps|Big Data|E-Commerce|Education|Enterprise Software|Internet of Things|Media|Mobile|Payments|SaaS|Social Media,150000.0
Contact Centers|Telecommunications|Unifed Communications|Video Conferencing,126000000.0
Consulting,4500000.0
Manufacturing,29300000.0
Apps|Publishing|Social Media|Social Media Marketing,1292301.0
Media|News|Publishing|Soccer|Sports,38800000.0
Apps|Consumer Electronics|Mobile|Social Media|Television|Weddings,100000.0
Mobile,20000000.0
Mobile,317460.0
Mobile,30000000.0
Food Processing,3000000.0
Social Media,4502251.0
Application Platforms|Development Platforms|Mass Customization,9000000.0
Finance,63590263.0
Curated Web|Finance,19790000.0
Mobile,1000000.0
Mobile|Publishing,10450000.0
Local Businesses,2160000.0
Finance,1380700.0
E-Commerce|Payments,83574271.0
E-Commerce Platforms|Manufacturing|Material Science,500000.0
Crowdsourcing|Design|Marketplaces|Online Shopping,45000000.0
Fashion|File Sharing,105651.0
E-Commerce|Trading|Video Games,100000.0
Automotive,75000000.0
Apps|Logistics|Postal and Courier Services,442943.0
E-Commerce|Social Commerce,20000.0
Manufacturing,7575757.0
Android|iOS|Mobile|Mobile Payments|SaaS|Taxis,25000000.0
Software,210000.0
Automotive|Cars|E-Commerce,80000.0
E-Commerce,9600000.0
SEO|Social Media,70000.0
Advertising,1432051.0
Social Media,2800000.0
Business Analytics|Enterprise Software|SaaS|Software,7200000.0
Software|Technology,900000.0
Photography|Video,10000000.0
Enterprises|Enterprise Software|iPad|Presentations|SaaS|Training,925000.0
Software,435400.0
Games|Virtual Worlds,100000000.0
Digital Media|News|Social Media,3500000.0
Chemicals,2500000.0
Innovation Engineering|Manufacturing|Water Purification,110000000.0
Games|Social Games,10312103.0
Limousines,45000.0
Games,560248.0
E-Commerce,50000.0
Health and Wellness|Health Care|Healthcare Services|Medical|Technology,6000000.0
Media|News|Photo Sharing|Video,1090000.0
Health and Wellness,500000.0
Biotechnology,2100002.0
Clean Technology,115837966.0
Security,1500000.0
Consumer Goods|Manufacturing|New Product Development,5000000.0
Mobile,14300000.0
Biotechnology,3000000.0
Games,9300000.0
Charity|Financial Services|Medical,50000.0
Finance,6410000.0
Audio|Technology|Wireless,60000000.0
Biotechnology,32142818.0
Internet,15999994.0
Clean Technology,10200000.0
Networking|Sensors|Software|Wireless,15000.0
Pets,569355.0
Video,42183.0
Coupons|Social Commerce,2500.0
Health and Wellness,250000.0
Android|Business Productivity|CRM|iOS|iPad|iPhone|Mobile|Point of Sale|Productivity Software,20000.0
Cloud Computing|Communications Hardware|Hardware|Networking|Optimization|Security|SEO|Technology|Virtualization|Web Hosting,118000000.0
Batteries|Clean Technology|Energy Storage|Mobile,502860000.0
Online Rental|Online Reservations|Transportation,500000.0
3D|Advertising|Content|Content Creators|Content Delivery|Mobile,25000000.0
Music,50000000.0
Curated Web,1623640.0
Mobile,16474.0
Biotechnology,20000000.0
Finance|Venture Capital,160000.0
Music|Social Network Media,350000.0
Biotechnology,500000.0
Search,6000000.0
Application Platforms|Communications Infrastructure|Storage,14000000.0
Consulting|Recruiting,3100000.0
Human Resources,20000000.0
Biotechnology,40000000.0
Telecommunications,180000000.0
Social Media,442457.0
Mobile,4260000.0
Health Care Information Technology|Medical|Therapeutics,12000000.0
Service Providers|Software,4845819.0
Finance,4900000.0
Advertising|Analytics|E-Commerce|Optimization|Testing,1412834.0
EdTech|Education,3356695.0
Analytics,500000.0
Software,3409315.0
SaaS|Software,3500000.0
Digital Media|Sales and Marketing|Social Media,41250.0
Clean Technology,4211031.0
Advertising|Advertising Platforms|Optimization|Software,825000.0
Music|Video Editing|Web Development,263400.0
Finance|Finance Technology|Financial Services|FinTech|Insurance|Personal Finance|Software,720000.0
Oil & Gas,24750000.0
Biotechnology,400988.0
Software,1770000.0
Software,4540000.0
Curated Web,4400000.0
Automotive|Clean Technology|Energy|Technology,2700000.0
Audiobooks|Bridging Online and Offline|E-Books,600000.0
Finance|Investment Management|Pharmaceuticals,3355282.0
E-Commerce|Fashion|Women,875000.0
Apps|Social Network Media,900000.0
Biotechnology|Health and Wellness|Medical|Venture Capital,6790000.0
Communications Infrastructure|Data Visualization|Software,6000000.0
Business Services,375000.0
Advertising,25000.0
Real Estate,20000.0
Biotechnology|Events,78799653.0
B2B|Marketplaces|Services|Social Media,147000.0
Biotechnology,2000000.0
Biotechnology,805908.0
Biotechnology,10207905.0
Fashion,90000.0
Health Care,2012700.0
Biotechnology,12850000.0
E-Commerce,19148000.0
Biotechnology,39610000.0
Biotechnology,2250180.0
Doctors|Health Care|Health Diagnostics,1833333.0
Fashion,60000.0
Health Care,1500000.0
Health Care,583000000.0
Curated Web|Health and Wellness|Health Care|Internet|Medical|Psychology|Teachers|Technology|Therapeutics|VoIP|Web Development,21000000.0
Employment|Marketplaces|Services,30000.0
Curated Web|Privacy,6467283.0
Health Care|Health Diagnostics,12853396.0
Biotechnology|Robotics|Technology,50000.0
Biotechnology|Medical|Nanotechnology,3986362.0
Cloud Computing|Cloud Infrastructure|Cloud Management|M2M|Open Source|Software|Virtualization|Web Hosting,26898770.0
Accounting|Consulting|CRM|Marketing Automation|Project Management,500000.0
Sales and Marketing,150000.0
Innovation Engineering|Medical|Medical Devices,21800000.0
Biotechnology,42980577.0
Collaboration|Credit|Curated Web|Entrepreneur|Finance|FinTech|Small and Medium Businesses,17500000.0
M2M|Software,50000.0
Health and Wellness,500000.0
Hardware + Software,12005448.0
Software,1273000.0
Biotechnology,12000000.0
Local|Services|Translation,250000.0
Big Data|Cloud Computing|Infrastructure|Mobile|Wireless,3000000.0
Biotechnology,186036236.0
Enterprise Software,1000000.0
Home Automation|Home Owners|Security,1000000.0
Real Estate|Search,2518000.0
Design|Manufacturing|Semiconductors,3705137.0
Clean Technology|Solar,510000000.0
Big Data|Consumers|Personal Finance|Retirement,3000000.0
Curated Web|Identity|Identity Management,17087500.0
Communities|Image Recognition|Internet|Public Relations,275166.0
Contact Management|Curated Web|Events,4439407.0
Curated Web,7618249.0
Software,13600000.0
Information Security|Security,1737170.0
Software,450000.0
Health and Wellness,2810000.0
Financial Services,14000000.0
Content Discovery|Hospitality|Restaurants|Social Media Platforms,1500000.0
Biotechnology|Clinical Trials|Medication Adherence,175000.0
Advertising|Digital Media|Education|Media|News|Publishing,422000000.0
Education,50000.0
Health Care,132500.0
Clean Technology,4500000.0
Clean Technology|Energy|Oil,661000.0
Analytics,20000000.0
Health and Wellness|Health Diagnostics,1287963.0
Software,200000.0
Crowdsourcing|Curated Web|Sports,1220000.0
Education,451198.3829
All Students|Career Management|Social Network Media,231884.0
Biotechnology,1200000.0
Biotechnology,1663801.119
Health Care,28364818.0
Engineering Firms|Environmental Innovation|Technology,1400000.0
Finance,4545754.0
E-Commerce,60000.0
E-Commerce|Fashion|Lifestyle,45000.0
B2B|Internet Service Providers|Security|Software,1300000.0
Biotechnology,64640151.58
Apps|Games|Mobile|Social Media|Software,396998.0
Business Services|Debt Collecting|Finance,252794435.0
Biotechnology,39279460.0
E-Commerce,10000000.0
Apps|Gamification|iOS|Mobile,15000.0
Web Hosting,23000000.0
Software,762000.0
Health and Wellness,2338650.0
Biotechnology,33500000.0
Business Services|Intellectual Asset Management|Licensing,255100000.0
Semiconductors,368000.0
Bitcoin|Cloud Computing|Trading,3300.0
Curated Web|EdTech|Education|Information Technology|Language Learning,11017508.0
Social Media,17800000.0
Consulting,4499999.0
Advertising|Education|Lead Generation|Portals,10000000.0
Events|Manufacturing|Services,27000000.0
Social Media,50000.0
Education,2000000.0
Biotechnology|Health Care,126385000.0
Finance,34000000.0
Internet of Things|Mobile|Operating Systems|Wearables,100000000.0
Clean Technology,16424363.0
Information Technology,10720178.0
EdTech|Education|Entrepreneur|Technology,142367.0
Health Care,4710960.0
Audio|Entertainment|Music|Social Media|Social Media Platforms,5000000.0
Energy|Mining Technologies,25090000.0
E-Commerce,25478613.0
Business Services|Enterprises|Mobile|Networking|Telecommunications,31040000.0
Hardware + Software|Television,1270000.0
Diagnostics|Health Care|Health Diagnostics|Medical Devices,25000.0
Government Innovation|Governments|SaaS|Software,233500000.0
Biotechnology,430000.0
Big Data|Databases|Information Technology,300000.0
Health Care|Hospitals|Medical,13500000.0
Mobile|Technology|Wireless,3033472.0
Health and Wellness,200000000.0
Health Care|Health Diagnostics|Medical Devices,63016244.0
Mobile,150000.0
Software,3255325.0
Health Care,150000.0
Pharmaceuticals,2549999.0
Medical|Medical Devices|Technology,32000000.0
Analytics,8500000.0
Social Media,50000.0
Clean Energy|Nanotechnology|Technology,25000000.0
Enterprise Software,4045500.0
Biotechnology,113701127.0
Apps|Finance|Mobile|Sports,457282.0
Consumer Electronics|Electronics|Manufacturing,60000000.0
Software,5705841.0
Enterprise Software|Security,13410901.0
Logistics|Software|Storage|Supply Chain Management|Transportation,28500000.0
Software,225000.0
Analytics|Cloud Computing|Cloud Management|Networking|SaaS|Security|Virtualization,25000000.0
Software,3000000.0
Software,1560000.0
Health and Wellness,4000000.0
Mobile|Mobile Analytics,3000000.0
Semiconductors,20209960.0
Domains|Internet|Ticketing,9280000.0
Semiconductors|Technology|Wireless,15900000.0
Biotechnology|Health and Wellness,775000.0
Curated Web|Internet|Legal|Semantic Search|SEO,2000000.0
Software,4500000.0
Career Management|Software,25305000.0
Software,3020000.0
Biotechnology,138581610.0
Credit Cards|Fraud Detection|Security,7131124.0
Health Care,13793098.0
Health and Wellness|Health Care|Services,58500000.0
News,7380000.0
Security,30000000.0
Health Care,46900000.0
Mobile,752500.0
Cloud Computing|Data Centers|Networking|Services|Software|Web Hosting,1999998.0
Biotechnology,15581502.0
Advertising|Brand Marketing|Design|Web Design|Web Development,4500000.0
Biotechnology,250000.0
Health Care,21376001.0
Advertising|Distribution|Mobile|Sales and Marketing|Social Media,24250000.0
Business Services|Customer Service|Services,1300000.0
Accounting|Advice|Finance|Software,80157014.0
Biotechnology,12000000.0
Enterprise Software,45000000.0
Health and Wellness,1155000.0
Computers|Internet|Networking,16000000.0
Advertising,3200000.0
Clean Technology,4500000.0
Financial Services|Nonprofits|Social Fundraising,23000000.0
Aerospace|Manufacturing|New Product Development,2000000.0
Nonprofits,2800000.0
Advertising|Internet|Services,5500000.0
Homeland Security|Security|Tracking,4700000.0
Analytics,4979639.0
Analytics|Career Management|Recruiting|Social Recruiting,90000.0
Biotechnology|Medical,35000000.0
Development Platforms|Health Care|Software,5000000.0
Hardware + Software,10000000.0
Semiconductors,33331814.0
Health and Wellness|Health Care|Healthcare Services,96244444.0
3D|Social Media|Technology,20600000.0
Biotechnology,1200000.0
Consulting,4000000.0
Big Data Analytics|Health Care Information Technology|SaaS,150000.0
B2B|Cloud Computing|Enterprises|Health and Wellness|Health Care|Network Security|SaaS,158000.0
Cloud Computing|SaaS,8500000.0
Credit|Finance|Financial Services|Personal Finance,34072000.0
Colleges|Education|Recruiting,150000.0
Software,5500000.0
Medical Devices,15470704.0
Search|Software|Vertical Search,200000.0
Enterprise Software,32000000.0
Software,3315000.0
Biotechnology,6650000.0
Construction,4000000.0
Biotechnology,12024769.0
Software,650000.0
Health and Wellness,760000.0
Health and Wellness,1495000.0
Information Technology,1000000.0
Software,2000000.0
Health Care|Hospitals,6700000.0
Biotechnology,110640466.0
Mobile|Mobile Payments|Mobile Security|Security,12050000.0
Content|Events|Security|Software|Training,8033458.0
Health Care|Health Diagnostics,6321095.0
Mobile,1000000.0
Internet Radio Market,2500000.0
Real Estate,67000000.0
Software,4277507.0
Software,2100000.0
Biotechnology,32655000.0
Hardware + Software,329695.0
Mobile|Networking|Telecommunications,15000000.0
Software,25000.0
Hardware + Software,200000.0
Legal|Outsourcing|Recruiting|Service Providers,195858.0
Security,8198838.0
Hardware + Software,30500000.0
Information Technology,25000.0
Biotechnology|Medical,1245092.0
Consumer Goods|Content Delivery|Logistics,3715000.0
Public Relations,5000000.0
Health and Wellness|Health Care|Health Care Information Technology|mHealth|Predictive Analytics,145562.0
Advertising,24980307.0
Finance|FinTech|Marketplaces|Nonprofits,75000.0
Biotechnology,30000000.0
Education|Mobile Commerce|Technical Continuing Education,4700000.0
Education|Online Education|Services,4000000.0
Health and Wellness,8700000.0
Biotechnology|Health Care,93654902.0
Security,2090000.0
Consumer Electronics|Hardware + Software,150594138.0
Pharmaceuticals,2100000.0
Health Care,600000.0
Semiconductors,4880000.0
Health Care|Physicians|Software,3638201.0
Health Care,41250.0
Biotechnology,151250000.0
Enterprise Software,5280000.0
Advertising|Classifieds,30000.0
Biotechnology|Health Care,116605707.0
Clean Technology,54300000.0
Finance,5000000.0
Biotechnology,3170442.0
E-Commerce|Gift Card|Home & Garden|Kids|Lifestyle|Retail|Travel,13274403.0
Brand Marketing|Finance|P2P Money Transfer,12500000.0
Finance Technology,50000.0
Software,150000.0
Software,13600000.0
Career Management|Education|Human Resources,100000.0
Enterprise Software,5600000.0
Self Development|Social Network Media,120000.0
Employer Benefits Programs|Incentives|Services|Software,52422326.0
Information Technology|Services|Software,24000000.0
Enterprise Software,24000000.0
Enterprise Software,2500000.0
Biotechnology|Health Care,91100000.0
Semiconductors,135776263.0
Curated Web|Games|Gamification|Media|Social Media,1250000.0
Biotechnology,9599860.0
Social Media|Storage|Video Streaming|Web Hosting,28000000.0
Software,9500000.0
Mobile,100000000.0
Internet of Things|Security|Software|Wireless,3400000.0
Biotechnology,82000000.0
Consulting,8000000.0
